V6.01主码,主码名称
W87.992,电流引起的事故
W87.993,电流引起电休克
W87.994,电刑
W88.991,"X线,电磁引起电离辐射烧伤"
W88.992,暴露于放射性同位素
W88.993,放射性损害
W88.994,加速器引起烧伤
W89.991,紫外线辐射引起烧伤
W90.991,红外线辐射引起烧伤
W90.992,射频辐射引起烧伤
W92.991,人为热源效应
W93.991,人为冷源效应
W93.992,长时间暴露于冷冻装置下
W93.993,长时间暴露于液氮下
W93.994,长时间暴露于液态氢下
W93.995,长时间暴露于干冰下
W93.996,长时间暴露于冷空气下
W94.991,由于快速潜水造成高气压
W94.992,从地下到地面的气压下降
W94.993,由于高山病
W94.994,由于低氧症造成
W94.995,由于气压变化引起
W94.996,居住或长期逗留于高原
W94.997,在飞行器内引起缺氧
W94.998,飞行员病(由于飞行气压改变引起的疾病)
W94.999,航空病
X00.991,住宅失火
X00.9910,大火引起的燃烧
X00.992,燃烧的房屋或建筑结构塌陷
X00.993,燃烧的房屋或建筑结构坠落
X00.994,大火灾
X00.995,装置、家具的失火
X00.996,装置、家具的溶解
X00.997,装置、家具的闷烧
X00.998,私人寓所大火引起的燃烧
X00.999,大火引起的爆炸
X01.991,森林失火
X01.992,暴露于房屋或建筑结构外的无控制性火焰下
X02.991,在炉子内的火焰
X02.992,在壁炉内的火焰
X02.993,私人住处控制性燃烧引起的事故
X02.994,起于私人住处的控制性着火
X02.995,起于其他建筑物或结构内的控制性着火
X03.991,帐篷失火
X03.992,布类用品着火引起的事故
X03.993,不在房屋或建筑物内的控制性燃烧引起
X04.991,天然气起火
X04.992,石油起火
X04.993,煤油起火
X04.994,汽油起火
X04.995,高度易燃材料着火
X04.996,易燃材料着火
X05.991,睡衣的起火
X06.991,塑料制珠宝的起火
X06.992,塑料制珠宝的焚毁
X08.991,燃烧的被褥等床上用品
X08.992,特指的燃烧和火焰引起的事故
X08.993,大火中聚氯乙烯[PVC]和类似物质燃烧
X09.991,燃烧
X09.992,焚烧
X09.993,火焰烧伤
X10.991,接触热饮料
X10.992,接触热食物
X10.993,接触热油脂和烹饪油
X11.991,接触热自来水
X12.991,沸水烫伤
X12.992,热液引起烧伤
X12.993,炉子上加热的水
X13.991,接触蒸气和热蒸气
X13.992,接触车辆马达散热器蒸气
X13.993,接触食物蒸汽和热气
X13.994,接触其他来源的蒸汽和热蒸气
X14.991,接触热空气和气体
X15.991,接触热的家用器具
X16.991,接触热的取暖器具、散热器和管
X17.991,接触热的发动机、机械和工具
X18.991,接触液态金属
X19.991,其他烫伤
X19.992,热体性烧伤
X19.993,意外烫伤
X20.991,接触毒蛇
X20.992,接触致死蝮蛇
X20.993,接触黑蛇
X20.994,接触半环恐蛇
X20.995,接触海蛇
X20.996,接触毒蜥蜴
X20.997,海蛇咬伤
X21.991,接触漏斗网蜘蛛
X21.992,接触红背蜘蛛
X21.993,接触毒蜘蛛
X22.991,接触蝎子
X23.991,接触大黄蜂.小黄蜂
X23.992,接触黄蜂
X23.993,接触蜜蜂
X24.991,蜈蚣和有毒千足虫(热带的)
X25.991,接触有毒的蚂蚁
X25.992,接触火蚁
X25.993,接触绿色蚂蚁
X25.994,接触毒虱子
X25.995,接触毒性螫毛虫
X25.996,接触其他特指毒性节肢动物
X26.991,接触水母
X26.9910,有毒海生动物和植物的中毒
X26.9911,有毒动物咬伤
X26.992,接触箱水母
X26.993,接触艾鲁骨德吉水母
X26.994,接触缯昌水母
X26.995,接触石鱼
X26.996,接触有毒章鱼
X26.997,接触黄貂鱼
X26.998,毒鱼咬伤
X26.999,水母蜇伤
X28.991,其他植物引起的中毒和毒性反应
X29.991,螫伤(有毒的)
X29.992,有毒的咬伤
X29.993,有毒动物致伤中毒
X29.994,有毒动物和植物引起的中毒和毒性反应
X30.991,自然热源效应
X31.991,自然冷源效应
X32.991,暴露于阳光下
X33.991,雷电损伤
X34.991,地震所致损伤
X35.991,火山爆发受害者
X36.991,灾难性地面运动和喷发
X37.991,暴风雪所致的损伤
X37.992,洪水所致损伤
X37.993,龙卷风所致损伤
X37.994,灾难性暴风雨和由它们引起的洪水
X38.991,洪水受害者
X39.991,自然辐射
X39.992,海啸
X40.991,抗风湿药[消炎药]
X40.992,柳酸盐类
X40.993,痛可宁意外中毒
X40.994,"止痛剂,退热剂,抗风湿剂的意外中毒"
X41.991,卡马西过量
X41.9910,苯巴比妥意外中毒
X41.9911,苯妥英纳意外中毒
X41.9912,舒乐安定意外中毒
X41.9913,安宁意外中毒
X41.992,氯氮平意外中毒
X41.993,镇咳剂意外中毒
X41.994,安定剂意外中毒
X41.995,安定剂中毒
X41.996,安定意外中毒
X41.997,安眠酮意外中毒
X41.998,安眠药意外中毒
X41.999,巴比妥盐类意外中毒
X42.991,阿片意外中毒
X42.992,可卡因意外中毒
X42.993,可待因意外中毒
X42.994,海洛因意外中毒
X43.991,拟交感神经药[肾上腺素能药]
X43.992,交感神经抑制药[抗肾上腺素能药]
X43.993,拟副交感神经药[胆碱能药]
X43.994,阿托品中毒
X43.995,安坦意外中毒
X44.991,"天茄子,假茄子意外中毒"
X44.9910,羊角拗意外中毒
X44.9911,桂竹香意外中毒
X44.9912,红麻意外中毒
X44.9913,夹竹桃意外中毒
X44.9914,猫尿壳意外中毒
X44.9915,万年青意外中毒
X44.9916,巴菽刚子中毒
X44.9917,火麻意外中毒
X44.9918,象胆意外中毒
X44.9919,桕子树意外中毒
X44.992,"天仙子,闹羊花意外中毒"
X44.9920,狂犬疫苗中毒
X44.9921,天花疫苗中毒
X44.9922,猫儿眼意外中毒
X44.9923,甜瓜蒂意外中毒
X44.9924,抗感染药类意外中毒
X44.9925,药物意外中毒
X44.9926,氨茶硷意外中毒
X44.9927,避孕药中毒
X44.9928,地高辛意外中毒
X44.9929,抗凝血药意外中毒
X44.993,抗生素类意外中毒
X44.9930,氧气意外中毒
X44.9931,异搏定意外中毒
X44.9932,止泻药物意外中毒
X44.994,西安榴意外中毒
X44.995,鸦胆子意外中毒
X44.996,激素和合成代用品类
X44.997,雁来红意外中毒
X44.998,艾叶意外中毒
X44.999,罗布麻意外中毒
X45.991,异丙基酒精
X45.992,杂醇油
X45.993,酒精意外中毒
X45.994,乙醇意外中毒
X46.991,苯意外中毒
X46.992,石油(衍生物)意外中毒
X46.993,有机溶剂意外中毒
X46.994,氯酚意外中毒
X47.991,家庭火炉的一氧化碳意外中毒
X47.9910,一氧化碳意外中毒
X47.9911,氮意外中毒
X47.9912,氯气意外中毒
X47.9913,硫化氢意外中毒
X47.9914,二氧化碳中毒
X47.9915,氨气意外中毒
X47.9916,液化石油气意外中毒
X47.9917,总烃油蒸气意外中毒
X47.9918,经管道分发的气体意外中毒
X47.9919,沼气中毒
X47.992,煤气管道气体意外中毒
X47.993,燃气热水器气体意外中毒
X47.994,机动集装箱分发的液化石油气意外中毒
X47.995,二氧化硫意外中毒
X47.996,氧化氮类意外中毒
X47.997,催泪气[泪气]意外中毒
X47.998,氟利昴意外中毒
X47.999,砷化氢意外中毒
X48.991,氨基甲酸酯类意外中毒
X48.9910,杀鼠剂意外中毒
X48.9911,农药意外中毒
X48.992,除莠剂类意外中毒
X48.993,混合类杀虫剂
X48.994,有机磷化合物类杀虫剂意外中毒
X48.995,杀真菌剂类意外中毒
X48.996,误服蟑螂药意外中毒
X48.997,砷意外中毒
X48.998,砷药物意外中毒
X48.999,敌敌畏意外中毒
X49.991,海芋意外中毒
X49.9910,万丈龙意外中毒
X49.9911,卜芥意外中毒
X49.9912,禾藕意外中毒
X49.9913,顺风旗意外中毒
X49.9914,山皂角意外中毒
X49.9915,含铅油漆类
X49.9916,腐蚀性芳香类
X49.9917,苛性碱化学烧伤
X49.9918,石灰意外中毒
X49.9919,被碱烧伤
X49.992,肉皂角意外中毒
X49.9920,被酸烧伤
X49.9921,铊意外中毒
X49.9922,化妆品意外中毒
X49.9923,过氧乙酸意外中毒
X49.9924,火麻(大麻子)意外中毒
X49.9925,霉变甘蔗意外中毒
X49.9926,起光剂意外中毒
X49.9927,橡胶树种子意外中毒
X49.9928,消毒剂意外中毒
X49.9929,误服化学剂意外中毒
X49.993,商陆意外中毒
X49.9930,八角金盘意外中毒
X49.9931,汞意外中毒
X49.9932,加湿器消毒剂意外中毒
X49.9933,苛性碱意外中毒
X49.9934,苦杏仁意外中毒
X49.9935,龙葵果(野葡萄)中毒
X49.9936,蘑菇类意外中毒
X49.9937,清漆中毒
X49.9938,食品类意外中毒
X49.9939,洗涤剂意外中毒
X49.994,消山药意外中毒
X49.9940,亚硝酸意外中毒
X49.9941,羊蹄意外中毒
X49.9942,苍耳意外中毒
X49.9943,达乌里当归意外中毒
X49.9944,来苏意外中毒
X49.9945,染发液意外中毒
X49.9946,石龙芮意外中毒
X49.9947,天茄子意外中毒
X49.9948,痛可灵意外中毒
X49.9949,七叶一枝花意外中毒
X49.995,银杏意外中毒
X49.9950,铍意外中毒
X49.9951,铅意外中毒
X49.9952,锰意外中毒
X49.996,半边莲意外中毒
X49.997,老虎耳意外中毒
X49.998,马蹄香意外中毒
X49.999,七厘月意外中毒
X50.991,过度用力
X50.992,提举沉重物品
X50.993,剧烈运动
X51.991,晕车船病
X52.991,长时处于失重环境中
X53.991,食物缺乏
X54.991,水缺乏引起的脱水
X54.992,水缺乏引起的营养缺乏
X59.991,复合性外伤
X59.992,骨折
X59.993,军训中意外损伤
X59.994,暴露
X59.995,体育活动中受伤
X59.996,意外事故
X59.997,工作中的意外损伤
X60.991,安乃近自害
X60.992,百服宁自害
X60.993,非类固醇性消炎药自害
X61.991,卡马西平自杀
X61.9910,安眠药自杀
X61.9911,催眠药自杀
X61.9912,多虑平自杀
X61.9913,奋乃静自杀
X61.9914,安宁自杀
X61.9915,丙戊酸自杀
X61.992,苯巴比妥自杀
X61.993,安定剂自杀
X61.994,苯妥英纳中毒自杀
X61.995,硝基安定自杀
X61.996,安眠酮自杀
X61.997,利眠宁自杀
X61.998,氯丙嗪自杀
X61.999,速可眠自杀
X62.991,杜冷丁自杀
X62.992,大麻类(衍生物)
X62.993,可卡因
X62.994,可待因
X62.995,海洛因
X62.996,美沙酮
X62.997,吗啡
X62.998,阿片类(生物碱)
X63.991,阿托品自杀
X63.992,安坦自杀
X63.993,吡啶斯的明自杀
X64.991,甲酚自杀
X64.992,雷米封自杀
X64.993,氯化钾自杀
X64.994,特指药物自杀
X64.995,洋地黄类药物自杀
X64.996,利血平自杀
X64.997,氨茶碱自杀
X65.991,服酒精自杀
X66.991,服苯自杀
X67.991,管道分发的气体自杀
X67.992,瓶装液化石油气体自杀
X67.993,二氧化硫自杀
X67.994,氧化氮类自杀
X67.995,催泪气体[催泪瓦斯]自杀
X67.996,一氧化碳自杀
X68.991,砒霜自杀
X68.992,有机磷自杀
X68.993,农用药自杀
X68.994,灭鼠剂自杀
X69.991,洋地黄自杀
X69.992,硫酸自杀
X69.993,酸性物自杀
X69.994,汞自杀
X69.995,皂类和清洁剂自杀
X70.991,自缢
X71.991,在浴室浴盆中用淹溺和沉没方式故意自害
X71.992,在游泳池中用淹溺和沉没方式故意自害
X71.993,在自然水域中用淹溺和沉没方式故意自害
X71.994,跳河自杀
X72.991,用手枪发射方式故意自害
X73.991,用小口径步枪发射方式故意自害
X73.992,用大口径步枪发射方式故意自害
X73.993,用散弹猎枪发射方式故意自害
X74.991,气枪自害
X74.992,BB枪自害
X74.993,粒丸枪自害
X75.991,用爆炸物方式故意自害
X76.991,用烟、火和火焰方式故意自害
X77.991,用蒸气、热气和热物体方式故意自害
X78.991,用刀故意自害
X78.992,用剃须刀片故意自害
X78.993,用皮下注射器针头或注射器故意自害
X78.994,用玻璃故意自害
X78.995,用锐器自杀
X78.996,用切割和穿刺器械自杀和自伤
X79.991,用钝器方式故意自害
X80.991,跳楼自杀
X80.992,从高处跳下自杀
X81.991,用跳入或躺倒在移动物体前的方式故意自害
X82.991,用机动车碰撞方式故意自害
X83.991,触电自杀
X83.992,"腐蚀性物质,除外中毒"
X83.993,飞行器坠毁
X85.991,其他特指的药物和药物加害
X86.991,用腐蚀性物质进行加害
X87.991,用杀虫剂进行加害
X88.991,用气体和蒸气进行加害
X89.991,植物类养料和肥料进行加害
X89.992,铊进行加害
X90.991,用毒谋害
X91.991,以悬吊和绞勒谋害
X92.991,用淹溺和沉没进行加害
X92.992,在浴室浴盆中用淹溺和沉没进行加害
X92.993,在游泳池中用淹溺和沉没进行加害
X92.994,在自然水域中用淹溺和沉没进行加害
X93.991,用手枪发射进行加害
X94.991,用小口径步枪发射进行加害
X94.992,用大口径步枪发射进行加害
X94.993,猎枪加害
X95.991,用气枪发射进行加害
X95.992,火器加害
X95.993,"枪击伤,加害"
X96.991,用爆炸物进行加害
X97.991,纵火谋害
X98.991,用蒸气、热气和热物体进行加害
X99.991,用剃须刀片进行加害
X99.992,用皮下注射器针头或注射器进行加害
X99.993,用玻璃进行加害
X99.994,刀刺伤加害
X99.995,刀砍伤加害
X99.996,切割或穿刺器加害
X99.997,用刀割伤谋害
Y00.991,用钝器进行加害
Y00.992,用木制器具谋害
Y01.991,从高处推下的谋害
Y02.991,用将受害者推向或放置在移动物体前进行加害
Y03.991,用汽车或其他机动车碰撞进行加害
Y03.992,用机动车辆故意撞击或碾过进行加害
Y04.991,非武装的斗殴或争吵中受伤或被杀
Y04.992,斗殴或争吵中损伤
Y04.993,斗殴中被杀
Y05.991,强奸
Y05.992,鸡奸
Y06.091,被配偶或伴侣忽视照料和遗弃
Y06.191,被父母忽视照料和遗弃
Y06.291,被熟人或朋友忽视照料和遗弃
Y06.891,被其它特指人员忽视照料和遗弃
Y06.991,被未特指人员忽视照料和遗弃
Y07.091,被配偶或伴侣虐待
Y07.191,被父母虐待
Y07.192,欧打儿童引起意外损伤(被父母)
Y07.291,被熟人或朋友虐待
Y07.391,被官方机构虐待
Y07.991,被人虐待
Y08.991,用固体和液体物质进行加害
Y08.993,咬伤谋害
Y09.991,暗杀
Y09.992,他杀
Y09.993,非意外的杀人
Y09.994,谋杀
Y10.991,原因不明的非类鸦片镇痛药、退热药和抗风湿药的中毒
Y11.991,原因不明的巴比妥盐类抗抑郁药中毒
Y11.992,原因不明的乙内酰脲衍生物抗抑郁药中毒
Y11.993,原因不明的亚氨基二苯乙烯类抗抑郁药中毒
Y11.994,原因不明的安眠酮化合物抗抑郁药中毒
Y11.995,原因不明的精神安定剂抗抑郁药中毒
Y11.996,原因不明的精神兴奋剂抗抑郁药中毒
Y11.997,原因不明的琥珀酰亚胺和恶唑烷二酮抗抑郁药中毒
Y11.998,原因不明的安定药抗抑郁药中毒
Y11.999,原因不明的镇癫痫药、镇静-催眠剂、抗震颤麻痹药和对精神有影响的药物的中毒
Y12.991,原因不明的可卡因中毒
Y12.992,原因不明的可待因中毒
Y12.993,原因不明的海洛因中毒
Y12.994,原因不明的二乙麦角酰胺[LSD]中毒
Y12.995,原因不明的南美仙人掌毒碱中毒
Y12.996,原因不明的美散痛中毒
Y12.997,原因不明的吗啡中毒
Y12.998,原因不明的鸦片类(生物碱)中毒
Y12.999,原因不明的麻醉剂和致幻药[致幻剂]的中毒
Y13.991,原因不明的拟副交感神经药[胆碱能药]中毒
Y13.992,原因不明的交感神经抑制剂[抗肾上腺素能药]中毒
Y13.993,原因不明的拟交感神经药[肾上腺素能药]中毒
Y13.994,原因不明的作用于自主神经系统的药物的中毒
Y14.991,原因不明的全身性麻醉药中毒
Y14.9910,原因不明的菌苗类中毒
Y14.9911,原因不明的水-平衡制剂和影响矿物质与尿酸代谢的药物中毒
Y14.9912,原因不明的药物、药剂和生物制品的中毒
Y14.992,原因不明的局部性麻醉药中毒
Y14.993,原因不明的影响心血管系统的药物中毒
Y14.994,原因不明的影响胃肠道系统的药物中毒
Y14.995,原因不明的激素类及其合成代用品中毒
Y14.996,原因不明的全身性和血液学制剂中毒
Y14.997,原因不明的全身性抗生素和其他抗感染药中毒
Y14.998,原因不明的治疗性气体中毒
Y14.999,原因不明的局部用制剂中毒
Y15.991,原因不明的丁基[1-丁醇]中毒
Y15.992,原因不明的乙基[乙醇]中毒
Y15.993,原因不明的异丙基[2-丙醇]中毒
Y15.994,原因不明的甲基[甲醇]中毒
Y15.995,原因不明的酒精中毒
Y15.996,原因不明的丙基[1-丙醇]中毒
Y15.997,原因不明的杂醇油中毒
Y16.991,原因不明的苯及其同类物中毒
Y16.992,原因不明的四氯化碳[四氯代甲烷]中毒
Y16.993,原因不明的含氯氟烃类中毒
Y16.994,原因不明的石油(衍化物)中毒
Y16.995,原因不明的有机溶剂和卤素烃及其蒸气的中毒
Y17.991,"原因不明的暴露于机动车辆的排除的气体中毒,意图不确定的"
Y17.992,原因不明的暴露于液化石油气的中毒
Y17.993,原因不明的暴露于其他特指的实用气体中毒
Y17.994,原因不明的一氧化碳中毒
Y17.995,原因不明的催泪气体[催泪器]中毒
Y17.996,原因不明的氧化氮类中毒
Y17.997,原因不明的二氧化硫中毒
Y17.998,原因不明的暴露于气体或蒸气中毒
Y18.991,原因不明的农业和园艺化学制剂或药物制剂类中毒
Y18.992,原因不明的熏蒸剂中毒
Y18.993,原因不明的杀真菌药中毒
Y18.994,原因不明的除莠剂中毒
Y18.995,原因不明的杀虫剂中毒
Y18.996,原因不明的杀啮齿类剂中毒
Y18.997,原因不明的木材防腐剂中毒
Y19.991,原因不明的腐蚀性芳香类、酸和苛性碱类中毒
Y19.9910,酸引起烧伤(任何种类)
Y19.992,原因不明的胶和各种粘贴剂中毒
Y19.993,原因不明的金属及其烟雾和蒸气中毒
Y19.994,原因不明的油漆和染料类中毒
Y19.995,原因不明的植物类养料和肥料中毒
Y19.996,原因不明的有毒食品和有毒植物中毒
Y19.997,原因不明的皂类和洗涤剂中毒
Y19.998,石灰烧伤
Y19.999,酸引起烧伤
Y20.991,原因不明的绞死(吊死)
Y20.992,原因不明的塑料袋窒息
Y21.991,在浴盆中原因不明的淹溺和浸没
Y21.992,在游泳池中原因不明的淹溺和浸没
Y21.993,在天然水域中原因不明的淹溺和浸没
Y21.994,在水中原因不明的淹溺和浸没
Y22.991,原因不明的被手枪击伤
Y23.991,原因不明的被猎枪击伤
Y23.992,原因不明的被小口径步枪击伤
Y23.993,原因不明的被大口径步枪击伤
Y24.991,原因不明的被气枪击伤
Y24.992,原因不明的被散弹枪击伤
Y24.993,原因不明的被火器击伤
Y25.991,原因不明的接触爆炸物
Y26.991,原因不明的暴露于烟、火和火焰下
Y27.991,原因不明的暴露于热液和热气化物下
Y28.991,原因不明的接触刀
Y28.992,原因不明的接触剃须刀片
Y28.993,原因不明的'接触皮下的注射器及针
Y28.994,原因不明的接触玻璃
Y28.995,原因不明的接触锐器
Y29.991,原因不明的接触钝器
Y30.991,原因不明的从高处坠落
Y30.992,原因不明的跳下
Y30.993,原因不明的被推下
Y32.991,意图不确定的非交通的汽车和机动车辆的碰撞
Y32.992,意图不确定的非交通的汽车和固定物体的碰撞
Y32.993,意图不确定的非交通的机动车辆的碰撞
Y32.994,意图不确定的交通的汽车和机动车辆的碰撞
Y32.995,意图不确定的交通的汽车和固定物体的碰撞
Y32.996,意图不确定的交通的机动车辆的碰撞
Y35.001,用手枪枪击的依法处置
Y35.002,用步枪枪击的依法处置
Y35.003,用霰弹枪枪击的依法处置
Y35.004,用小口径枪枪击的依法处置
Y35.005,用大口径枪枪击的依法处置
Y35.009,用火器的依法处置
Y35.101,用爆炸物进行依法处置
Y35.201,用气体进行的依法处置
Y35.301,用钝器所击打的依法处置
Y35.401,用锐器进行的依法处置
Y35.501,依法处以死刑
Y35.601,依法粗暴对待
Y36.001,水中武器爆炸所引起的战争损伤
Y36.101,飞行器被破坏的作战行动
Y36.201,枪弹和弹片所引起的战争损伤
Y36.202,爆炸引起的战争损伤
Y36.301,燃烧和大火引起的战争损伤
Y36.302,汽油炸弹
Y36.401,由于手枪所引起的战争损伤
Y36.402,由于气枪所引起的战争损伤
Y36.403,由于霰弹猎枪所引起的战争损伤
Y36.404,由于小口径步枪所引起的战争损伤
Y36.405,由于大口径步枪所引起的战争损伤
Y36.409,由于常规战争的武器所引起的战争损伤
Y36.501,由于核武器所引起的战争损伤
Y36.601,由于生物武器所引起的战争损伤
Y36.701,由于化学武器所引起的战争损伤
Y36.702,由于激光武器所引起的战争损伤
Y36.801,停火后发生的战争损伤
Y36.901,在战争中损伤
Y40.001,青霉素药物反应
Y40.002,氨基卞青霉素过敏反应
Y40.101,先锋霉素族[头孢菌素族]药物反应
Y40.201,氯霉素族药物反应
Y40.301,红霉素药物反应
Y40.302,麦迪霉素药物反应
Y40.303,大环内酯族药物反应
Y40.304,螺旋霉素药物反应
Y40.401,土霉素药物反应
Y40.402,四环素族药物反应
Y40.501,链霉素药物反应
Y40.502,卡那霉素药物反应
Y40.503,庆大霉素药物反应
Y40.601,利福平药物反应
Y40.701,制菌霉素药物反应
Y40.801,白霉素药物反应
Y40.802,洁霉素药物反应
Y40.803,合霉素药物反应
Y40.804,氟哌酸药物反应
Y41.001,磺胺药物反应
Y41.002,氯苯砜药物反应
Y41.101,吡嗪酰胺药物反应
Y41.102,雷米封药物反应
Y41.201,氯喹药物反应
Y41.401,吡喹酮药物反应
Y41.801,痢特灵药物反应
Y41.802,呋喃坦啶药物反应
Y41.803,灭滴灵药物反应
Y41.804,吡哌酸药物反应
Y41.805,羟基喹啉衍生物药物反应
Y42.001,可的松药物反应
Y42.002,强的松药物反应
Y42.101,他巴唑药物反应
Y42.301,胰岛素药物反应
Y42.302,降糖灵药物反应
Y42.401,棉酚药物反应
Y42.901,激素药物反应
Y43.001,灭吐灵(胃复安)药物反应
Y43.002,扑尔敏药物反应
Y43.301,长春新碱中毒
Y43.302,化疗药物反应
Y43.303,门冬酰安药物反应
Y43.304,正定霉素药物反应
Y43.401,雷公滕药物反应
Y43.402,依木兰药物反应
Y44.101,维生素B12药物反应
Y44.201,抗凝血剂反应
Y44.301,维生素K[维生素K1]药物反应
Y44.701,右旋糖酐药物反应
Y45.001,阿片制剂药物反应
Y45.101,阿斯匹林药物反应
Y45.102,水杨酸盐类药物反应
Y45.201,布洛芬药物反应
Y45.301,保泰松药物反应
Y45.302,消炎痛药物反应
Y45.401,抗风湿剂类[消炎剂类]药物反应
Y45.501,扑热息痛药物反应
Y45.801,感冒药物反应
Y45.803,去痛药药物反应
Y45.804,痛可宁药物反应
Y45.805,吡唑衍生物类
Y45.806,安乃近药物反应
Y45.807,安痛定药物反应
Y45.808,氨基吡林药物反应
Y45.901,解热镇痛剂药物反应
Y46.201,苯妥英纳药物反应
Y46.401,卡马西平药物反应
Y46.601,恶唑烷衍生物类
Y46.602,抗帕金森氐病药类
Y47.001,巴比妥类药物反应
Y47.002,鲁米那药物反应
Y47.101,苯并二氮卓基类安定药(卓有草头)药物反应
Y47.201,水化氯醛类药物反应
Y47.301,三聚乙醛[副醛]药物反应
Y47.802,安眠酮化合物药物反应
Y47.803,苯乙哌啶酮类[导眠能族]药物反应
Y48.001,"氟烷[哈乐森,三氟溴氯乙烷]反应"
Y48.101,静脉内麻醉剂类药物反应
Y48.301,普鲁卡因药物反应
Y48.302,周围神经和神经丛阻滞麻醉类药物反应
Y48.303,地卡因药物反应
Y48.304,表面和浸润麻醉剂类药物反应
Y48.401,麻醉药物反应
Y49.301,氯丙嗪药物反应
Y49.302,非那根药物反应
Y49.501,抗精神病药物反应
Y51.301,颠茄药物反应
Y51.303,阿托品药物反应
Y51.501,肾上腺素药物反应
Y51.701,噻吗心安药物反应
Y51.901,麻黄素药物反应
Y51.902,多巴胺药物反应
Y52.001,地高辛药物反应
Y52.002,洋地黄药物反应
Y52.101,心痛定药物反应
Y52.201,心律调节剂药物反应
Y52.202,奎尼丁药物反应
Y52.203,乙胺碘呋酮药物反应
Y52.301,潘生丁药物反应
Y52.302,硝酸异山梨醇酯药物反应
Y52.303,硝酸甘油药物反应
Y52.401,巯甲丙脯酸药物反应
Y52.501,利血平药物反应
Y52.502,复方降压片药物反应
Y53.001,甲腈咪胍药物反应
Y53.002,雷尼替丁药物反应
Y54.301,双氢克尿噻药物反应
Y54.501,汞利尿药类反应
Y54.502,排盐利尿剂类反应
Y54.503,嘌呤衍生物利尿剂类反应
Y54.801,别嘌呤醇药物反应
Y54.802,尿酸代谢药类反应
Y54.901,氯化钾药物反应
Y55.001,催产用药反应
Y55.002,麦角生物碱药物反应
Y55.201,平滑肌松驰剂类药物反应
Y55.301,镇咳剂类药物反应
Y55.401,祛痰剂类药物反应
Y55.501,复方阿斯匹林药物反应
Y55.502,抗感冒药药物反应
Y55.601,抗哮喘药药物反应
Y55.602,氨茶碱类药物反应
Y55.603,舒喘宁类药物反应
Y55.604,可可(豆)碱类药物反应
Y55.605,茶碱类药物反应
Y56.001,碘药物反应
Y56.002,碘药物外用反应
Y56.003,克霉唑药物反应
Y56.101,止痒剂类药物反应
Y56.401,牛皮癣素软膏药物反应
Y56.501,眼用抗感染药和其他眼药物反应
Y56.601,"耳,鼻和咽喉用的抗感染药类和其他药"
Y56.701,牙科表面用药类反应
Y56.801,樟脑酊药物反应
Y56.802,化妆品类过敏
Y56.803,染发液过敏
Y56.804,杀精子药药物反应
Y57.201,青霉胺药物反应
Y57.301,解酒药类反应
Y57.501,造影剂药物反应
Y57.502,CT造影剂药物反应
Y57.503,胆影葡安药物反应
Y57.504,碘油造影剂药物反应
Y57.701,维生素类药物反应
Y57.801,多种药物反应
Y57.802,金莲花药物反应
Y57.803,益母草药物反应
Y57.804,营养药类反应
Y57.901,药物反应
Y58.001,卡介苗[BCG疫苗]反应
Y58.101,伤寒和副伤寒疫苗反应
Y58.201,霍乱疫苗反应
Y58.301,鼠疫疫苗反应
Y58.401,破伤风类药物反应
Y58.501,白喉疫苗接种反应
Y58.601,百日咳疫苗反应
Y59.001,天花疫苗反应
Y59.002,注射狂犬病疫苗引起的有害效应
Y59.003,脊髓灰质炎疫苗反应
Y59.004,麻疹疫苗反应
Y59.101,斑疹伤寒疫苗反应
Y59.301,抗破伤风类药物反应
Y59.302,免疫球蛋白反应
Y59.303,人免疫球蛋白狂犬病药物反应
Y59.801,黄热病疫苗反应
Y60.001,在手术中的意外损伤
Y60.002,在手术和医疗中的意外切割
Y60.003,在手术和医疗中的意外针刺
Y60.004,在手术和医疗中的意外穿孔
Y60.005,在手术和医疗中的意外出血
Y60.101,在输液或输血中意外损伤
Y60.201,在肾透析或其他灌注中意外损伤
Y60.301,在注射或人工免疫中意外损伤
Y60.401,在内窥镜检查中意外损伤
Y60.501,在心导管插入术中意外损伤
Y60.601,医疗插管中意外损伤
Y60.701,进行灌肠中意外损伤
Y60.901,在手术和医疗中的意外损伤
Y61.001,在手术中遗留体内异物
Y61.101,在输液或输血中遗留体内异物
Y61.201,在肾透析或其他灌注中遗留体内异物
Y61.301,在注射或人工免疫中遗留体内异物
Y61.401,在内窥镜检查中遗留体内异物
Y61.501,在心导管插入术中遗留体内异物
Y61.601,"在抽吸,穿刺和其他导管插入手术中遗留体内异物"
Y61.701,取除导管或填塞物中遗留体内异物
Y61.901,在手术和医疗中遗留体内异物
Y62.001,在手术中无菌预防措施的失败
Y62.101,在输液或输血中无菌预防措施的失败
Y62.201,在肾透析或其他灌注中无菌预防措施的失败
Y62.301,在注射或人工免疫中无菌预防措施的失败
Y62.401,在内窥镜检查中无菌预防措施的失败
Y62.501,在心导管插入术中无菌预防措施的失败
Y62.601,"在抽吸,穿刺和其他导管插入术中无菌预防措施的失败"
Y62.901,在手术和医疗中无菌预防措施的失败
Y63.001,输血或输液时液体过量
Y63.101,输液时溶液稀释不当
Y63.201,放射治疗过量
Y63.301,医疗中病人被疏忽地暴露于辐射线
Y63.401,电休克或胰岛素休克治疗中剂量不当
Y63.501,局部用药和包裹时温度不当[太热或太冷]
Y63.601,未用必要的药物或药剂
