北京临床版6.0手术编码,北京临床版6.0手术名称,2.0手术编码
36.04001,冠状动脉内溶栓剂注射,36.0400
36.06004,冠状动脉非药物洗脱支架置入术,36.0600
36.06003,冠状动脉支架置入术,36.0601
36.07003,冠状动脉药物洗脱支架置入术,36.0700
36.09001,冠状动脉血栓清除术,36.0900
36.10001,主动脉-冠状动脉搭桥术,36.1000x001
36.11001,主动脉-一支冠状动脉搭桥术,36.1100
36.12001,主动脉-二支冠状动脉搭桥术,36.1200
36.13001,主动脉-三支冠状动脉搭桥术,36.1300
36.14001,主动脉-多支冠状动脉搭桥术,36.1400
36.15001,单侧乳内动脉-冠状动脉搭桥术,36.1500
36.16001,双侧乳内动脉-冠状动脉搭桥术,36.1600
36.17001,胃网膜动脉-冠状动脉搭桥术,36.1700x001
36.2001,动脉植入心脏血管重建术,36.2x00
36.31001,心肌激光打孔术,36.3100x001
36.39001,心脏网膜固定术,36.3900x001
36.91001,冠状血管动脉瘤修补术,36.9100
36.99002,冠状动脉探查术,36.9900x002
36.99005,冠状动脉-右房瘘封堵术,36.9900x005
36.99003,冠状动脉-肺动脉瘘封堵术,36.9901
36.99001,冠状动脉结扎术,36.9902
36.99004,冠状动脉瘘修补术,36.9903
37.0001,心包穿刺术,37.0x00
37.10001,心脏切开术,37.1100
37.11004,心房切开血栓清除术,37.1100x004
37.11005,冠状动脉肌桥切断术,37.1100x005
37.11001,心肌切开术,37.1101
37.11002,心内膜切开术,37.1102
37.11003,心室切开术,37.1103
37.12005,心包切开探查术,37.1200x005
37.12008,胸腔镜下心包切开引流术,37.1200x008
37.12004,心包粘连松解术,37.1201
37.12006,心包异物取出术,37.1202
37.12001,心包开窗术,37.1203
37.12003,心包切开引流术,37.1204
37.21001,右心导管检查,37.2100
37.22001,左心导管检查,37.2200
37.23001,左右心联合导管检查,37.2300
37.24001,心包活组织检查,37.2400
37.24002,胸腔镜下心包活组织检查,37.2401
37.25001,心肌活组织检查,37.2500x001
37.26001,术中心脏电生理检查,37.2600x001
37.28002,心腔内超声心动图[ICE],37.2800
37.29001,希氏束电图,37.2901
37.31004,心包剥脱术,37.3101
37.31001,心包部分切除术,37.3102
37.31002,心包病损切除术,37.3103
37.32001,心脏动脉瘤切除术,37.3200
37.32002,心脏动脉瘤修补术,37.3202
37.33006,心室异常肌束切除术,37.3300x006
37.33008,心脏病损切除术,37.3300x008
37.33009,三房心矫正术,37.3300x009
37.33001,经胸心脏射频消融改良迷宫术,37.3300x024
37.33010,经胸心脏微波消融术,37.3300x025
37.33002,心房病损切除术,37.3301
37.33004,心室病损切除术,37.3305
37.33003,心肌部分切除术,37.3307
37.34001,经血管心脏射频消融术,37.3401
37.34002,经血管心脏冷冻消融术,37.3403
37.34003,经血管心脏化学消融术,37.3404
37.34004,经血管心脏微波消融术,37.3405
37.35001,心室部分切除术,37.3500
37.36001,左心耳封堵术,37.3600
37.49001,心包修补术,37.4900x001
37.49002,心脏破裂修补术,37.4900x002
37.49005,心室修补术,37.4900x005
37.49007,室壁瘤折叠术,37.4900x007
37.49004,心房折叠术,37.4903
37.51001,心脏移植术,37.5100
37.61003,主动脉球囊反搏置入术[IABP手术],37.6101
37.62001,心脏泵置入术,37.6201
37.64001,心脏辅助装置去除术,37.6400x001
37.72001,首次经静脉心房和心室导联置入术,37.7200
37.73001,首次经静脉心房导联置入术,37.7300
37.74001,心外膜电极置换术,37.7402
37.75002,导联矫正术,37.7500
37.76001,经静脉心房和心室导联置换术,37.7600
37.77002,心脏导联去除术,37.7701
37.78001,经静脉临时起搏器置入术,37.7800
37.79001,心脏起搏器囊袋修补术,37.7902
37.80001,永久起搏器置入术,37.8000x001
37.80002,永久起搏器置换术,37.8000x002
37.81001,单腔永久起搏器置入术,37.8101
37.82001,频率应答单腔永久起搏器置入术,37.8201
37.80003,三腔永久起搏器置入术,37.8300x002
37.83001,双腔永久起搏器置入术,37.8301
37.85001,单腔永久起搏器置换术,37.8501
37.86001,频率应答单腔永久起搏器置换术,37.8601
37.87001,双腔永久起搏器置换术,37.8701
37.89001,起搏器装置去除术,37.8901
37.89003,起搏器装置修复术,37.8902
37.89002,起搏器装置校正术,37.8903
37.91001,开胸心脏按摩术,37.9100
37.94001,心脏除颤器置入术,37.9401
37.94002,自动心脏复律器置入术,37.9402
37.95001,心脏除颤器导联置入术,37.9500x001
37.49006,心耳结扎术,37.9901
38.02004,颈静脉探查术,38.0200
38.02003,颈内静脉血栓切除术,38.0200x003
38.02001,颈动脉血栓切除术,38.0201
38.03003,上肢血管切开探查术,38.0300x003
38.03002,上肢静脉血栓切除术,38.0301
38.03001,上肢动脉血栓切除术,38.0302
38.04001,腹主动脉血栓切除术,38.0400x001
38.05002,肺动脉探查术,38.0500x002
38.05003,锁骨下动脉血栓切除术,38.0501
38.05001,肺动脉血栓切除术,38.0503
38.06001,肠系膜上动脉血栓切除术,38.0600x001
38.06003,髂动脉血栓切除术,38.0602
38.07001,肠系膜上静脉血栓切除术,38.0700x001
38.07003,门静脉探查术,38.0700x003
38.07005,下腔静脉血栓切除术,38.0702
38.07004,肾静脉血栓切除术,38.0703
38.07002,门静脉血栓切除术,38.0704
38.08002,下肢动脉血栓切除术,38.0800x002
38.08003,下肢动脉探查术,38.0800x003
38.08001,股动脉血栓切除术,38.0801
38.09001,下肢静脉血栓切除术,38.0900x001
38.09002,下肢静脉探查术,38.0900x002
38.10002,动脉内膜剥脱术,38.1000x002
38.12003,颈动脉内膜剥脱术,38.1200x003
38.14001,主动脉内膜剥脱术,38.1400x001
38.15001,肺动脉内膜剥脱术,38.1500x001
38.16002,髂动脉内膜剥除术,38.1600x002
38.16004,肾动脉内膜切除伴静脉补片修补术,38.1601
38.18001,股动脉内膜剥脱术,38.1800x001
38.18002,股动脉内膜剥脱伴血栓切除术,38.1800x002
38.18003,腘动脉内膜剥脱伴补片修补术,38.1800x003
38.18004,腘动脉内膜剥脱术,38.1800x004
38.18005,下肢动脉内膜剥脱伴血栓切除术,38.1800x005
38.18006,胫腓动脉内膜剥脱伴补片修补术,38.1800x006
38.21001,血管活组织检查,38.2100
38.22001,经皮血管镜检查,38.2200
38.24001,经光学相干断层扫描的冠状动脉血管内影像（OCT）,38.2400
38.30002,血管切除伴吻合术,38.3000
38.30001,动脉瘤切除伴吻合术,38.3000x001
38.31001,脑血管切除伴吻合术,38.3100x001
38.32002,颈内动脉瘤切除伴吻合术,38.3200x002
38.32001,颈动脉部分切除伴吻合术,38.3202
38.33001,上肢动脉瘤切除伴吻合术,38.3301
38.34001,主动脉部分切除伴吻合术,38.3400
38.34002,主动脉动脉瘤切除伴吻合术,38.3401
38.35001,肺动脉部分切除伴吻合术,38.3501
38.37001,腹部静脉部分切除伴吻合术,38.3700
38.38001,下肢动脉部分切除伴吻合术,38.3800
38.42001,颈总动脉部分切除伴颈总-颈内动脉人工血管搭桥术,38.4200x001
38.42002,颈总动脉切除伴大隐静脉移植术,38.4200x002
38.43001,肱动脉瘤切除伴大隐静脉移植术,38.4300x001
38.43002,桡动脉部分切除伴桡尺动脉大隐静脉移植术,38.4300x002
38.44003,降主动脉部分切除伴人工血管置换术,38.4400
38.44001,腹主动脉部分切除伴人工血管置换术,38.4400x001
38.44002,腹主动脉瘤切除伴人工血管置换术,38.4400x002
38.45001,上腔静脉部分切除伴人造血管补片修补术,38.4500x001
38.45002,锁骨下动脉瘤切除伴人工血管置换术,38.4500x002
38.45003,上腔静脉部分切除伴人工血管置换术,38.4500x003
38.45010,全主动脉弓人工血管置换术,38.4500x010
38.45011,支架象鼻术,38.4500x011
38.45013,升主动脉部分切除伴人工血管置换术,38.4500x013
38.45014,胸主动脉部分切除伴人工血管置换术,38.4500x014
38.44005,主动脉瘤切除伴人工血管置换术,38.4500x018
38.44007,主动脉部分切除伴人工血管置换术,38.4500x019
38.45008,Bentall手术,38.4503
38.45012,Carbol手术,38.4506
38.46001,髂动脉部分切除术伴人工血管置换术,38.4600x001
38.46003,髂动脉瘤切除伴人工血管置换术,38.4600x003
38.47002,门静脉部分切除伴人工血管置换术,38.4700
38.47001,下腔静脉部分切除伴人工血管置换术,38.4700x001
38.48001,腘动脉瘤切除伴人工血管置换术,38.4800x001
38.49001,下肢静脉部分切除伴人工血管置换术,38.4900x001
38.57001,阴茎背静脉结扎术,38.5702
38.59003,大隐静脉主干激光闭合术,38.5900x003
38.59005,下肢静脉剥脱术,38.5900x005
38.59001,大隐静脉高位结扎剥脱术,38.5901
38.59004,大隐静脉结扎术,38.5902
38.59002,大隐静脉剥脱术,38.5903
38.59007,小隐静脉剥脱术,38.5905
38.59006,小隐静脉高位结扎剥脱术,38.5906
38.61001,脊髓畸形血管切除术,38.6100x001
38.61002,颅内动脉瘤切除术,38.6100x002
38.61005,椎管内畸形血管切除术,38.6100x005
38.61003,颅内畸形血管切除术,38.6101
38.62002,颈静脉瘤切除术,38.6200x002
38.62003,颈静脉扩张切除术,38.6200x003
38.62005,颈动脉瘤切除术,38.6200x005
38.63001,肱动脉瘤切除术,38.6300x001
38.63002,上肢血管病损切除术,38.6302
38.64001,腹主动脉瘤切除术,38.6400x001
38.65001,无名动脉瘤切除术,38.6500x001
38.66002,腹腔干动脉切除术,38.6600
38.66001,脾动脉瘤切除术,38.6601
38.67003,门静脉部分切除术,38.6700x003
38.67001,下腔静脉病损切除术,38.6701
38.67004,肝静脉病损切除术,38.6704
38.68002,下肢动脉病损切除术,38.6800x002
38.68001,腘动脉瘤切除术,38.6801
38.69001,下肢静脉病损切除术,38.6901
38.7001,腔静脉结扎术,38.7x01
38.7002,腔静脉折叠术,38.7x02
38.7003,上腔静脉滤器置入术,38.7x03
38.7004,下腔静脉滤器置入术,38.7x04
38.81003,颅内血管栓塞术,38.8100
38.81004,椎动脉结扎术,38.8100x004
38.81002,颅内血管畸形夹闭术,38.8101
38.82003,颈内动脉结扎术,38.8200x003
38.82005,颈内静脉结扎术,38.8200x005
38.82006,颈前静脉结扎术,38.8200x006
38.82007,颈总动脉结扎术,38.8200x007
38.82008,颈外动脉结扎术,38.8200x008
38.82002,颈静脉结扎术,38.8202
38.83004,上肢血管结扎术,38.8300x004
38.83001,尺动脉结扎术,38.8301
38.83002,肱动脉结扎术,38.8302
38.83003,桡动脉结扎术,38.8303
38.84002,腹主动脉结扎术,38.8401
38.85018,支气管动脉结扎,38.8500
38.85001,动脉导管结扎术,38.8500x001
38.85010,胸壁血管结扎术,38.8500x010
38.85012,动脉导管未闭切断缝合术,38.8500x012
38.85013,体-肺动脉侧支结扎术,38.8500x013
38.85016,奇静脉结扎术,38.8500x016
39.59017,肺动脉环缩术,38.8501
38.85006,肺动脉结扎术,38.8502
38.85008,肋间动脉结扎术,38.8503
38.85009,锁骨下动脉结扎术,38.8504
38.85003,动脉导管伞堵术,38.8505
38.86023,十二指肠血管钳夹术,38.8600
38.86004,腹壁血管结扎术,38.8600x004
38.86005,腹膜血管结扎术,38.8600x005
38.86002,大网膜动脉结扎术,38.8601
38.86016,胃动脉结扎术,38.8602
38.86003,胆囊动脉结扎术,38.8603
38.86001,肠系膜动脉结扎术,38.8604
38.86006,肝动脉结扎术,38.8605
38.86009,脾动脉结扎术,38.8606
38.86012,髂动脉结扎术,38.8607
38.86019,子宫动脉结扎术,38.8609
38.87002,卵巢动静脉高位结扎术,38.8700x002
38.87008,子宫动静脉高位结扎术,38.8700x008
38.87009,腹腔镜下卵巢动静脉高位结扎术,38.8700x009
38.57003,肠系膜静脉结扎,38.8701
38.87003,门静脉结扎术,38.8704
38.88003,髂内动脉栓塞术,38.8800
38.88002,髂内动脉结扎术,38.8800x002
38.88005,下肢动脉结扎术,38.8801
38.7007,下肢静脉滤器置入术,38.8900x001
38.89002,下肢静脉结扎术,38.8901
38.91001,动脉插管术,38.9100
38.91002,肝动脉插管术,38.9100x601
38.91003,髂内动脉插管术,38.9100x602
38.92001,脐静脉插管术,38.9200
38.93004,静脉插管术,38.9300
38.93003,颈静脉插管术,38.9300x201
38.93002,肝静脉插管术,38.9300x701
38.93005,肾静脉插管术,38.9300x702
38.93001,大隐静脉插管术,38.9300x901
38.94001,静脉缩短术,38.9400
38.95001,为肾透析的静脉插管术,38.9500
38.98001,动脉穿刺术,38.9800x001
38.98002,股动脉穿刺术,38.9800x801
38.99005,锁骨下静脉穿刺术,38.9900x501
38.99004,脐静脉穿刺术,38.9900x701
38.99001,股静脉穿刺术,38.9900x901
39.0004,体动脉-肺动脉分流术,39.0x00
39.0002,升主动脉-肺动脉分流术,39.0x01
39.0003,锁骨下动脉-肺动脉分流术,39.0x02
39.0001,降主动脉-肺动脉分流术,39.0x05
39.1009,脾静脉-肝静脉分流术,39.1x00
39.1006,肾静脉-下腔静脉吻合术,39.1x00x006
39.1007,肠系膜上静脉-右心房人工血管分流术,39.1x00x007
39.1008,脾静脉-下腔静脉人工血管分流术,39.1x00x008
39.1001,肠系膜静脉-腔静脉分流术,39.1x01
39.1004,门静脉-腔静脉分流术,39.1x03
39.1002,肠系膜静脉-下腔静脉分流术,39.1x05
39.1005,脾静脉-肾静脉分流术,39.1x07
39.1003,经颈静脉肝内门静脉-体静脉分流术[TIPS手术],39.1x10
39.21002,腔静脉-肺动脉分流术,39.2100
39.21001,肺动脉-上腔静脉分流术,39.2100x001
39.22001,降主动脉-锁骨下动脉人工血管搭桥术,39.2200x001
39.22002,颈外动脉-颈内动脉人工血管搭桥术,39.2200x002
39.22003,颈总动脉-肱动脉大隐静脉搭桥术,39.2200x003
39.22004,颈总动脉-锁骨下动脉搭桥术,39.2200x004
39.22005,颈总动脉-腋动脉大隐静脉搭桥术,39.2200x005
39.22006,颈总动脉-腋动脉人工血管搭桥术,39.2200x006
39.22008,升主动脉-颈总动脉人工血管搭桥术,39.2200x008
39.22009,升主动脉-锁骨下动脉人工血管搭桥术,39.2200x009
39.22010,升主动脉-腋动脉人工血管搭桥术,39.2200x010
39.22011,锁骨下动脉-肱动脉大隐静脉搭桥术,39.2200x011
39.22012,主动脉-颈动脉人工血管搭桥术,39.2200x012
39.22014,锁骨下动脉-肱动脉人工血管搭桥术,39.2200x014
39.22015,升主动脉-头臂血管人工血管搭桥术,39.2200x015
39.22016,升主动脉-无名动脉人工血管搭桥术,39.2200x016
39.22013,主动脉-锁骨下动脉-颈动脉搭桥术,39.2200x021
39.23003,肺动脉融合术,39.2300x003
39.24001,腹主动脉-肾动脉搭桥术,39.2401
39.25001,腹主动脉-股动脉-髂动脉人工血管搭桥术,39.2500x001
39.25002,腹主动脉-股动脉人工血管搭桥术,39.2500x002
39.25003,腹主动脉-髂动脉人工血管搭桥术,39.2500x003
39.25004,腹主动脉-双侧髂动脉人工血管搭桥术,39.2500x004
39.25005,髂动脉-股动脉人工血管搭桥术,39.2500x005
39.25006,髂动脉-腘动脉人工血管搭桥术,39.2500x006
39.25007,升主动脉-股动脉人工血管搭桥术,39.2500x007
39.25008,升主动脉-双股动脉人工血管搭桥术,39.2500x008
39.26001,腹主动脉-肠系膜上动脉人工血管搭桥术,39.2600x001
39.26002,髂总动脉-肠系膜上动脉搭桥术,39.2600x002
39.26003,髂总动脉-髂外动脉搭桥术,39.2600x003
39.26004,肾动脉-股动脉人工血管搭桥术,39.2600x004
39.26006,升主动脉-腹主动脉人工血管搭桥术,39.2600x006
39.26007,髂动脉-髂动脉人工血管搭桥术,39.2600x007
39.26005,肾动脉-脾动脉吻合术,39.2605
39.27001,为肾透析的动静脉造瘘术,39.2700x001
39.27002,为肾透析的动静脉人工血管搭桥术,39.2700x002
39.28002,颞肌贴敷术,39.2800x002
39.28001,颞浅动脉-大脑中动脉搭桥术,39.2801
39.29001,大隐静脉-肱动脉搭桥术,39.2900x001
39.29002,大隐静脉-股动脉搭桥术,39.2900x002
39.29003,股动脉-腓动脉大隐静脉搭桥术,39.2900x003
39.29004,股动脉-腘动脉大隐静脉搭桥术,39.2900x004
39.29005,股动脉-腘动脉人工血管搭桥术,39.2900x005
39.29010,股浅动脉-股深动脉搭桥术,39.2900x010
39.29011,颈内静脉-股静脉搭桥术,39.2900x011
39.29012,颈外静脉-颈内静脉搭桥术,39.2900x012
39.29015,髂静脉-股静脉大隐静脉搭桥术,39.2900x015
39.29017,腋动脉-腋动脉人工血管搭桥术,39.2900x017
39.29019,腋动脉-股动脉人工血管搭桥术,39.2900x019
39.29024,肱动脉分支-肱动脉主干人工血管搭桥术,39.2900x024
39.29025,肱动脉-头静脉人工血管搭桥术,39.2900x025
39.29026,腘动脉-胫动脉大隐静脉搭桥术,39.2900x026
39.29027,股动脉-胫腓动脉干搭桥术,39.2900x027
39.29028,股静脉-股静脉人工血管搭桥术,39.2900x028
39.29030,腋动脉-腘动脉人工血管搭桥术,39.2900x030
39.29031,股静脉-股静脉大隐筋脉搭桥术,39.2900x045
39.29007,股动脉-股动脉搭桥术,39.2902
39.29006,股动脉-腓动脉搭桥术,39.2906
39.29008,股动脉-腘动脉搭桥术,39.2907
39.29009,股动脉-胫动脉搭桥术,39.2908
39.29018,腋动脉-肱动脉搭桥术,39.2915
39.29029,腘动脉-腘动脉搭桥术,39.2916
39.31001,主动脉缝合术,39.3100
39.31005,颈总动脉缝合术,39.3100x005
39.31010,尺动脉吻合术,39.3100x010
39.31004,股动脉缝合术,39.3102
39.31006,肋间动脉缝合术,39.3104
39.31009,足背动脉缝合术,39.3105
39.31011,肠系膜动脉缝合术,39.3110
39.31002,肱动脉缝合术,39.3112
39.31007,桡动脉缝合术,39.3113
39.32004,门静脉缝合术,39.3200x004
39.32006,头静脉缝合术,39.3200x006
39.32001,肠系膜静脉缝合术,39.3201
39.32005,下腔静脉缝合术,39.3203
39.32003,颈静脉缝合术,39.3204
39.32002,股静脉缝合术,39.3206
39.41001,血管术后出血止血术,39.4100x001
39.42001,为肾透析的动静脉瘘修补术,39.4200x001
39.43001,去除用于肾透析的动静脉搭桥术,39.4300x001
39.49001,人工血管取出术,39.4900x001
39.49004,动静脉造瘘术后人工血管血栓切除术,39.4900x004
39.49005,下肢人工血管血栓切除术,39.4900x005
39.49006,上肢人工血管血栓切除术,39.4900x006
39.49003,下腔静脉滤器取出术,39.4902
39.49002,体肺分流再校正术,39.4903
39.50026,肠系膜球囊扩张成形术,39.5000
39.50011,下腔静脉球囊扩张成形术,39.5000x011
39.50013,锁骨下静脉球囊扩张成形术,39.5000x013
39.50014,主动脉球囊扩张成形术,39.5000x014
39.50015,肺动脉球囊扩张成形术,39.5000x015
39.50019,头臂静脉球囊扩张成形术,39.5000x019
39.50021,上腔静脉球囊扩张成形术,39.5000x021
39.50024,肝动脉球囊扩张成形术,39.5000x024
39.50027,下肢静脉球囊扩张成形术,39.5000x026
39.50008,锁骨下动脉球囊扩张成形术,39.5001
39.50007,肾动脉球囊扩张成形术,39.5002
39.50002,股动脉球囊扩张成形术,39.5004
39.50006,髂动脉球囊扩张成形术,39.5005
39.50020,肝静脉球囊扩张成形术,39.5006
39.50025,髂静脉球囊扩张成形术,39.5007
39.50009,无名动脉球囊扩张成形术,39.5008
39.50004,腘动脉球囊扩张成形术,39.5009
39.50001,腹主动脉球囊扩张成形术,39.5010
39.50023,胫动脉球囊扩张成形术,39.5011
39.50018,桡动脉球囊扩张成形术,39.5013
39.50016,腋动脉球囊扩张成形术,39.5014
39.50022,腓动脉球囊扩张成形术,39.5015
39.50017,肱动脉球囊扩张成形术,39.5016
39.51004,内窥镜下脑动脉瘤夹闭术,39.5100x004
39.51003,动脉瘤夹闭术,39.5100x007
38.82001,颈动脉瘤夹闭术,39.5101
39.52002,动脉瘤破裂修补术,39.5200x002
39.52001,动脉瘤包裹术,39.5201
39.52003,动脉瘤栓结术,39.5202
39.53007,上肢动静脉瘘栓塞术,39.5300x007
39.53008,肺动静脉瘘栓塞术,39.5300x008
39.53009,下肢动静脉瘘栓塞术,39.5300x009
39.53010,下肢动静脉瘘电凝术,39.5300x010
39.53003,动静脉瘘切断术,39.5302
39.53002,动静脉瘘结扎术,39.5303
39.53001,动静脉瘘夹闭术,39.5304
39.54001,胸主动脉夹层动脉瘤开窗术,39.5400x001
39.55001,迷走肾血管再植术,39.5500
39.56001,动脉组织补片修补术,39.5601
39.56002,静脉组织补片修补术,39.5602
39.57002,静脉合成补片修补术,39.5701
39.57001,动脉合成补片修补术,39.5702
39.59001,动脉修补术,39.5900x001
39.59002,肺动脉修补术,39.5900x002
39.59003,肝静脉成形术,39.5900x003
39.59004,股动脉成形术,39.5900x004
39.59005,腘静脉修补术,39.5900x005
39.59006,颈内动脉成形术,39.5900x006
39.59007,静脉修补术,39.5900x007
39.59008,髂动脉成形术,39.5900x008
39.59009,上腔静脉成形术,39.5900x009
39.59010,肾动脉成形术,39.5900x010
39.59011,无名动脉成形术,39.5900x011
39.59012,主动脉-肺动脉开窗术,39.5900x012
39.59013,颞浅动脉贴敷术,39.5900x013
39.59014,静脉瓣膜包裹术,39.5900x014
39.59015,肺静脉成形术,39.5900x015
39.59016,升主动脉成形术,39.5900x016
39.59018,主动脉成形术,39.5900x018
39.59019,股静脉环缩术,39.5900x019
39.61001,体外循环,39.6100
39.62001,直视下心脏手术的低温疗法,39.6200
39.64001,术中使用临时心脏起搏器,39.6400
39.65002,体外膜氧合器[ECMO],39.6500
39.66002,经皮体外循环,39.6600
38.84001,腹主动脉栓塞术,39.7100x004
39.71001,腹主动脉支架置入术,39.7101
39.71002,腹主动脉覆膜支架腔内隔绝术,39.7102
39.72001,颈静脉支架置入术,39.7200x001
38.82004,颈内动脉栓塞术,39.7200x004
39.72005,颅内动静脉瘘栓塞术,39.7200x007
39.72002,颅内动脉瘤栓塞术,39.7203
39.72004,颈动脉覆膜支架腔内隔绝术,39.7208
39.72003,颈动脉动脉瘤栓塞术,39.7212
39.73003,主动脉覆膜支架腔内隔绝术,39.7300x003
39.73001,胸主动脉支架置入术,39.7301
39.73002,胸主动脉覆膜支架腔内隔绝术,39.7303
39.74001,头和颈部血管的血栓去除术,39.7400
39.77001,动脉球囊暂时性栓塞,39.7700
39.79009,门静脉栓塞术,39.7900
39.79003,主动脉瘤支架置入术,39.7900x003
38.85007,肺动脉栓塞术,39.7900x011
38.85014,锁骨下动脉栓塞术,39.7900x013
38.85015,体-肺动脉侧支封堵术,39.7900x014
38.85017,奇静脉封堵术,39.7900x015
38.86013,髂动脉栓塞术,39.7900x019
38.86014,肾动脉栓塞术,39.7900x020
38.88001,股动脉栓塞术,39.7900x025
38.88004,臀下动脉栓塞术,39.7900x027
39.79007,肾动脉栓塞（弹簧圈）,39.7901
39.8001,颈动脉球切除术,39.8900x001
39.8002,颈动脉体瘤切除术,39.8901
39.90001,周围血管非药物洗脱支架置入术,39.9000
39.90010,脾动脉支架置入术,39.9000x010
39.90011,髂静脉支架置入术,39.9000x011
39.90006,肠系膜上动脉支架置入术,39.9001
39.90008,门静脉支架置入术,39.9003
39.90004,髂动脉支架置入术,39.9004
39.90002,股动脉支架置入术,39.9009
39.90009,胫动脉支架置入术,39.9011
39.90007,肝动脉支架置入术,39.9012
39.90003,腘动脉支架置入术,39.9013
39.90005,肾动脉支架置入术,39.9016
39.91001,血管松解术,39.9100
39.92001,静脉注射硬化剂,39.9200
39.93003,血管至血管套管置入术,39.9300
39.94001,血管至血管套管置换术,39.9400
39.95003,血液透析,39.9500
39.96001,全身灌注术,39.9600
39.97001,灌注治疗术,39.9700x001
39.98001,伤口止血术,39.9800x001
39.98003,颈内动脉瘤破裂止血术,39.9800x003
39.98002,手术后伤口止血术,39.9801
40.0001,淋巴管探查术,40.0x01
40.11002,淋巴结活组织检查,40.1100
40.11003,腹腔镜下淋巴结活组织检查,40.1100x003
40.21002,颈深部淋巴结切除术,40.2100
40.22001,内乳淋巴结切除术,40.2200
40.23001,腋淋巴结切除术,40.2300
40.24002,腹股沟淋巴结切除术,40.2400
40.29002,单纯淋巴结切除术,40.2900x002
40.29008,颌下淋巴结切除术,40.2900x008
40.29017,腹膜后淋巴管瘤(囊肿)切除术,40.2900x017
40.29018,肠系膜淋巴管瘤(囊肿)切除术,40.2900x018
40.29019,肢体淋巴管瘤(囊肿)切除术,40.2900x019
40.29020,腹壁淋巴管瘤(囊肿)切除术,40.2900x020
40.29014,锁骨上淋巴结切除术,40.2901
40.29004,肺门淋巴结切除术,40.2902
40.29015,纵隔淋巴结切除术,40.2904
40.29007,腹腔淋巴结切除术,40.2906
40.29016,肠系膜淋巴结切除术,40.2908
40.29010,淋巴管瘤切除术,40.2910
40.3001,淋巴结扩大性区域性切除术,40.3x00x001
40.3002,淋巴结区域性切除术,40.3x00x002
40.3003,腔镜下区域性腋窝淋巴结区域切除术,40.3x00x003
40.3004,皮下淋巴抽吸术,40.3x00x004
40.40003,舌骨上颈淋巴结清扫术,40.4000x003
40.41001,单侧颈淋巴结根治性清扫术,40.4100
40.42001,双侧颈淋巴结根治性清扫术,40.4200
40.51001,腋下淋巴结根治性切除术,40.5100
40.51002,腔镜下腋窝淋巴结根治性切除术,40.5101
40.52001,主动脉旁淋巴结根治性切除术,40.5200
40.53001,髂淋巴结根治性切除术,40.5300
40.59003,颌下淋巴结根治性切除术,40.5901
40.59007,肺门淋巴结根治性切除术,40.5905
40.59004,纵隔淋巴结根治性切除术,40.5906
40.59008,腹膜后淋巴结根治性切除术,40.5907
40.59001,腹腔淋巴结根治性切除术,40.5908
40.59006,肠系膜淋巴结根治性切除术,40.5909
40.59002,盆腔淋巴结根治性切除术,40.5910
40.59009,腹腔镜下盆腔淋巴结根治性切除术,40.5912
40.61001,胸导管套管插入术,40.6100
40.62001,胸导管造瘘术,40.6200
40.63001,胸导管瘘闭合术,40.6300
40.63002,胸腔镜下淋巴瘘修补术,40.6301
40.64001,胸导管结扎术,40.6400
40.69002,胸导管-颈外静脉吻合术,40.6900x002
40.69003,胸导管狭窄扩张术,40.6900x003
40.69004,胸导管成形术,40.6900x004
40.69001,胸导管-颈内静脉吻合术,40.6901
40.9003,周围淋巴管-小静脉吻合术,40.9x00x003
40.9004,淋巴干-小静脉吻合术,40.9x00x004
40.9005,腰淋巴干-小静脉吻合术,40.9x00x005
40.9006,髂淋巴干-小静脉吻合术,40.9x00x006
40.9007,肠淋巴干-小静脉吻合术,40.9x00x007
40.9008,霍曼手术[淋巴水肿矫正Homans-Macey手术],40.9x00x008
40.9009,查尔斯手术[淋巴水肿矫正Charles手术],40.9x00x009
40.9010,汤普森手术[淋巴水肿矫正Thompson手术],40.9x00x010
40.9011,腹膜后淋巴管横断结扎术,40.9x00x011
40.9012,髂淋巴干横断结扎术,40.9x00x012
40.9013,淋巴管瘘结扎术,40.9x00x013
40.9014,淋巴管瘘切除术,40.9x00x014
40.9015,淋巴管瘘粘连术,40.9x00x015
40.9016,淋巴管瘤注射术,40.9x00x016
40.9001,淋巴管-静脉吻合术,40.9x09
41.01001,自体骨髓移植术,41.0100
41.05001,异体造血干细胞移植术,41.0300
41.04001,自体造血干细胞移植术,41.0400
41.08001,异体造血干细胞移植伴净化,41.0500
41.06001,脐血干细胞移植术,41.0600
41.03001,异体骨髓移植术,41.0800x001
41.09001,自体骨髓移植伴净化,41.0900
41.1001,脾穿刺,41.1x00
41.2001,脾切开探查术,41.2x01
41.99001,腹腔镜下脾囊肿开窗术,41.2x04
41.31001,骨髓穿刺活组织检查,41.3100
41.32001,经皮脾活组织检查,41.3200x001
41.33001,直视下脾活组织检查,41.3300
41.41002,脾囊肿造袋术,41.4100
41.42002,脾病损切除术,41.4200x002
41.43001,脾部分切除术,41.4300
41.5002,脾切除术,41.5x00
41.5001,腹腔镜下脾切除术,41.5x01
41.91001,供者骨髓采集术,41.9100x001
41.92001,骨髓注射,41.9200
41.93001,副脾切除术,41.9300
41.94001,脾移植术,41.9400
41.95001,脾修补术,41.9501
41.95002,脾固定术,41.9502
42.09004,食管切开异物取出术,42.0901
