医保2.0手术代码,医保2.0手术名称
37.9600,仅自动心脏复律器或除颤器脉冲发生器的置入术
37.9700,仅自动心脏复律器或除颤器导线的置换术
37.9800,仅自动心脏复律器或除颤器脉冲发生器的置换
37.9900,心脏和心包的其他手术
38.0100,颅内血管切开术
38.0200,头和颈部的其他血管切开术
38.0300,上肢血管切开术
38.0400,主动脉切开术
38.0500,其他胸部血管切开术
38.0600,腹动脉切开术
38.0700,腹静脉切开术
38.0800,下肢动脉切开术
38.0900,下肢静脉切开术
38.1000,动脉内膜切除术
38.1200,头和颈部其他血管内膜切除术
38.1400,主动脉内膜切除术
38.1500,其他胸部血管内膜切除术
38.1600,腹动脉内膜切除术
38.1800,下肢动脉内膜切除术
38.2600,置入或置换无导线的压力传感器，用于心内或大血管血流动力学监测
38.3200,头和颈部的其他血管切除伴吻合术
38.3500,其他胸部血管部分切除术伴吻合术
38.4200,头和颈部的其他血管部分切除术伴置换术
38.4300,上肢血管部分切除术伴置换术
38.4400,腹主动脉血管部分切除术伴置换术
38.4500,胸部血管部分切除术伴置换术
38.4600,腹动脉部分切除术伴置换术
38.4700,腹部静脉血管部分切除术伴置换术
38.4800,下肢动脉部分切除术伴置换术
38.4900,下肢静脉部分切除术伴置换术
38.5200,头和颈部其他血管静脉曲张的结扎术和剥脱术
38.5700,腹部静脉静脉曲张的结扎术和剥脱术
38.5900,下肢静脉曲张的结扎术和剥脱术
38.6000,血管的其他切除术
38.6100,颅内血管其他切除术
38.6200,头和颈部其他血管的其他切除术
38.6300,上肢血管的其他切除术
38.6400,主动脉的其他切除术
38.6500,胸部血管的其他切除术
38.6600,腹部动脉的其他切除术
38.6700,腹部静脉的其他切除术
38.6800,下肢动脉的其他切除术
38.6900,下肢静脉的其他切除术
38.7x00,腔静脉截断
38.8100,颅内血管的其他手术闭合
38.8200,头和颈部其他血管的其他手术闭合
38.8300,上肢血管的其他手术闭合
38.8400,主动脉的其他手术闭合
38.8500,胸部血管的其他手术闭合
38.8600,腹动脉的其他手术闭合
38.8700,腹静脉的其他手术闭合
38.8800,下肢动脉的其他手术闭合
38.8900,下肢静脉的其他手术闭合
38.9500,静脉导管插入术，为肾透析
38.9700,中心静脉导管置换伴有诱导
38.9800,动脉其他穿刺
38.9900,静脉其他穿刺
39.0x00,体动脉至肺动脉的分流术
39.1x00,腹内静脉分流术
39.2100,腔静脉-肺动脉吻合术
39.2200,主动脉-锁骨下-颈动脉搭桥
39.2300,其他胸内血管分流术或搭桥
39.2400,主动脉-肾动脉搭桥
39.2500,主动脉-髂动脉-股动脉搭桥
39.2600,其他腹内血管分流术或搭桥
39.2700,为肾透析，动静脉吻合术
39.2800,颅外-颅内(EC-IC)血管搭桥
39.2900,其他(周围)血管分流术或搭桥
39.3000,血管缝合术
39.4100,血管手术后的出血控制
39.4200,动静脉分流术的修复术，为肾透析
39.4300,去除动静脉分流，为肾透析
39.4900,血管操作的其他修复术
39.5000,其他非冠状血管成形术
39.5200,动脉瘤其他修补术
39.5300,动静脉瘘修补术
39.5400,再进入手术(主动脉)
39.5600,用组织补片移植物的血管修补术
39.5700,用合成补片移植物的血管修补术
39.5900,血管其他修补术
39.7100,腹主动脉其他血管内移植物的植入
39.7200,头和颈部血管内修补或闭合
39.7300,胸主动脉移植物的血管内植入术
39.7400,头和颈部血管梗阻的血管内去除术
39.7500,头、颈部血管内裸弹簧圈栓塞或闭合
39.7600,头、颈部血管生物活性弹簧圈血管内栓塞或闭合
39.7700,血管暂时（部分的）治疗性血管内闭合
39.7800,主动脉分支的血管内植入或开窗式移植物
39.7900,其他血管的其他血管内修补术
39.8100,颈动脉窦刺激装置的置入或置换，全系统
39.8200,单纯颈动脉窦刺激导线的置入或置换
39.8300,单纯颈动脉窦刺激脉冲发生器的置入或置换
39.8900,其他颈动脉体、颈动脉窦和其他血管体手术
39.9400,血管-血管套管的置换术
39.9600,全身灌注法
39.9700,其他灌注术
39.9800,出血控制
40.0x00,淋巴结构切开术
40.1100,淋巴结构的活组织检查
40.1900,淋巴结构的其他诊断性操作
40.2900,其他淋巴结构单纯性切除术
40.3x00,区域性淋巴结切除术
40.5400,根治性腹股沟清扫术
40.5900,其他淋巴结根治性切除术
40.6900,胸导管其他手术
40.9x00,淋巴结构其他手术
41.0400,自体造血干细胞移植不伴净化
41.0700,自体造血干细胞移植伴净化
41.0800,异体造血干细胞移植
41.2x00,脾切开术
41.3200,闭合性[抽吸][经皮]脾活组织检查
41.3800,骨髓其他诊断性操作
41.4200,脾病损或组织切除术
41.9100,供者骨髓抽吸，为了移植
41.9500,脾修补术和整形术
41.9900,脾其他手术
42.0900,食管其他切开术
42.1900,食管其他外造口术
42.2300,其他食管镜检查
42.2400,闭合性[内镜的]食管活组织检查
42.3100,食管憩室局部切除术
42.3200,食管的其他病损或食管组织的局部切除术或破坏术
42.3300,内镜食管病损或食管组织切除术或破坏术
42.4200,全食管切除术
42.5300,胸内食管吻合术伴小肠间置术
42.5400,其他胸内食管小肠吻合术
42.5500,胸内食管吻合术伴结肠间置术
42.5800,胸内食管吻合术伴其他间置术
42.5900,食管其他胸内吻合术
42.6400,其他胸骨前食管小肠吻合术
42.6600,其他胸骨前食管结肠吻合术
42.7x00,食管肌层切开术
42.8700,食管其他移植术
42.9100,食管静脉曲张结扎术
42.9200,食管扩张术
42.9900,食管其他手术
43.0x00,胃切开术
43.1100,经皮[内镜的]胃造口术[PEG]
43.1900,其他胃造口术
43.3x00,幽门肌切开术
43.4100,内镜下胃病损或胃组织切除术或破坏术
43.4200,胃其他病损或组织的局部切除术
43.5x00,胃部分切除术伴食管胃吻合术
43.6x00,胃部分切除术伴胃十二指肠吻合术
43.7x00,胃部分切除术伴胃空肠吻合术
43.8900,其他胃部分切除术
43.9100,胃全部切除术伴肠间置术
43.9900,其他胃全部切除术
44.0300,其他选择性迷走神经切断术
44.1100,经腹胃镜检查
44.1300,其他胃镜检查
44.1400,闭合性[内镜的]胃活组织检查
44.1900,胃其他诊断性操作
44.2100,经切开术的幽门扩张术
44.2200,内镜下幽门扩张
44.2900,其他幽门成形术
44.3200,经皮[内镜的]胃空肠吻合术
44.3800,腹腔镜下胃肠吻合术
44.3900,其他胃肠吻合术
44.4100,胃溃疡部位的缝合术
44.4200,十二指肠溃疡部位的缝合术
44.4300,内镜下胃或十二指肠出血控制
44.4400,经导管栓塞，用于胃或十二指肠出血
44.4900,其他胃或十二指肠出血的控制
44.5x00,胃吻合术的修复术
44.6100,胃裂伤缝合术
44.6300,其他胃瘘闭合术
44.6600,其他操作，用于创建食管胃括约肌功能
44.6700,腹腔镜操作用于创建食管胃括约肌功能
44.6800,腹腔镜下胃成形术
44.6900,胃的其他修补术
44.9100,胃静脉曲张结扎术
44.9200,胃的手术中操作
44.9500,腹腔镜下胃限制性操作
44.9600,腹腔镜下胃限制性操作的修复术
44.9700,腹腔镜下去除胃限制性装置
44.9800,腹腔镜调节可调节的胃限制性装置的体积
44.9900,胃的其他手术
45.0000,肠切开术
45.0100,十二指肠切开术
45.0200,小肠的其他切开术
45.0300,大肠切开术
45.1100,经腹的小肠内镜检查
45.1200,小肠内镜检查，经人工造口
45.1300,小肠其他内镜检查
45.1400,闭合性[内镜]小肠活组织检查
45.1600,食管胃十二指肠镜检查[EGD]伴活组织检查
45.2100,经腹大肠内镜检查
45.2200,大肠内镜检查，经人工造口
45.2300,结肠镜检查
45.2400,可曲性乙状结肠镜检查
45.2500,闭合性[内镜的]大肠活组织检查
45.3000,内镜下十二指肠病损切除术或破坏术
45.3100,十二指肠病损的其他局部切除术
45.3200,十二指肠病损的其他破坏术
45.3300,小肠病损或组织的局部切除术，除外十二指肠
45.3400,小肠病损的其他破坏术，除外十二指肠
45.4100,大肠病损或组织的切除术
45.4200,内镜下大肠息肉切除术
45.4300,内镜下大肠其他病损或组织破坏术
45.4900,大肠病损的其他破坏术
45.5100,小肠段分离术
45.5200,大肠段分离术
45.6200,小肠其他部分切除术
45.7100,开放性和其他大肠多节段切除术
45.7200,开放性和其他盲肠切除术
45.7300,开放性和其他右半结肠切除术
45.7400,开放性和其他横结肠切除术
45.7600,开放性和其他乙状结肠切除术
45.7900,其他和未特指大肠部分切除术
45.9100,小肠小肠吻合术
45.9300,其他小肠-大肠吻合术
45.9400,大肠-大肠吻合术
45.9500,肛门吻合术
46.0300,大肠外置术
46.0400,大肠外置段的切除术
46.2300,其他永久性回肠造口术
46.3200,经皮(内镜的)空肠造口术[PEJ]
46.3900,其他肠造口术
46.4300,大肠造口的其他修复术
46.5100,小肠造口闭合术
46.5200,大肠造口闭合术
46.6200,小肠其他固定术
46.6300,大肠固定至腹壁
46.6400,大肠其他固定术
46.7300,小肠裂伤缝合术，除外十二指肠
46.7400,小肠瘘修补术，除外十二指肠
46.7500,大肠裂伤缝合术
46.7600,大肠瘘修补术
46.7900,肠的其他修补术
46.8000,腹内肠操作
46.8100,小肠腹内操作
46.8200,大肠腹内操作
46.8500,肠扩张
46.9200,结肠其他部分肌切开术
46.9300,小肠吻合口修复术
46.9500,小肠局部灌注
46.9600,大肠局部灌注
47.0900,其他阑尾切除术
47.1900,其他的附带阑尾切除术
47.9900,阑尾其他手术
48.0x00,直肠切开术
48.2100,经腹直肠乙状结肠镜检查
48.2400,闭合性[内镜的]直肠活组织检查
48.3100,直肠病损或组织的根治性电凝固术
48.3200,直肠病损或组织的其他电凝固术
48.3300,直肠病损或组织的激光破坏术
48.3400,直肠病损或组织的冷冻破坏术
48.3500,直肠病损或组织的局部切除术
48.3600,直肠[内镜的]息肉切除术
48.4000,直肠拖出切除术
48.4100,索夫直肠黏膜下切除术
48.4900,直肠其他拖出切除术
48.5900,其他腹会阴直肠切除术
48.6300,其他直肠前切除术
48.6400,直肠后切除术
48.6500,杜哈梅尔直肠切除术
48.6900,直肠其他切除术
48.7300,其他直肠瘘修补术
48.7500,腹直肠固定术
48.7600,其他直肠固定术
48.7900,直肠其他修补术
48.8100,直肠周围组织切开术
48.8200,直肠周围组织切除术
49.0100,肛周脓肿切开术
49.0200,肛周组织的其他切开术
49.0400,肛周组织的其他切除术
49.3100,内镜下肛门病损或组织切除术或破坏术
49.3900,肛门病损或组织的其他局部切除术或破坏术
49.4700,血栓性痔清除术
49.4900,痔的其他操作
49.5200,后肛门括约肌切开术
49.5900,其他肛门括约肌切开术
49.7300,肛门瘘管闭合术
49.7400,股薄肌移植，用于肛门失禁
49.7500,人工肛门括约肌植入术或修复术
49.7900,肛门括约肌的其他修补术
49.9300,肛门的其他切开术
49.9500,肛门(手术后)出血控制
49.9900,肛门的其他手术
50.0x00,肝切开术
50.1100,闭合性(经皮)[针吸]肝活组织检查
50.2300,肝病损或组织的直视消融术
50.2400,肝病损或组织的经皮消融术
50.2500,肝病损或组织的腹腔镜下消融术
50.2900,肝病损的其他破坏术
50.3x00,肝叶切除术
50.5900,肝的其他移植术
50.6100,肝裂伤闭合术
50.6900,肝其他修补术
50.9100,经皮肝抽吸术
50.9200,体外肝辅助
50.9400,肝注射其他治疗性物质
50.9900,肝的其他手术
51.0100,经皮胆囊抽吸
51.0300,其他胆囊造口术
51.0400,其他胆囊切开术
51.1200,经皮胆囊或胆管活组织检查
51.1300,开放性胆囊或胆管活组织检查
51.1400,其他闭合性[内镜的]胆管或奥狄氏括约肌活组织检查
51.3200,胆囊肠吻合术
51.3600,胆总管肠吻合术
51.3700,肝管胃肠道吻合术
51.3900,其他胆管吻合术
51.4100,胆总管探查术，用于去除结石
51.4200,胆总管探查术，用于解除其他梗阻
51.4300,胆总管肝管的导管置入，用于减压术
51.4900,其他胆管切开术，用于解除梗阻
51.5900,其他胆管的切开术
51.6100,胆囊管残端切除术
51.6200,法特氏壶腹切除术(伴胆总管再植入)
51.6300,胆总管的其他切除术
51.6400,内镜下胆管或奥狄氏括约肌病损的切除术或破坏术
51.6900,其他胆管切除术
51.7100,胆总管单纯缝合术
51.7200,胆总管成形术
51.7900,其他胆管的修补术
51.8200,胰括约肌切开术
51.8300,胰括约肌成形术
51.8400,内镜下壶腹和胆管扩张术
51.8500,内镜括约肌切开术和十二指肠乳头切开术
51.8600,内镜下鼻胆引流管置入
51.8700,内镜支架(管)置入至胆管
51.8800,内镜去除胆管结石
51.9300,其他胆瘘的闭合术
51.9400,胆道吻合的修复术
51.9600,经皮抽吸胆总管结石
51.9800,其他经皮胆道操作
51.9900,胆管的其他手术
52.0900,其他胰腺切开术
52.1100,闭合性[抽吸][针吸][经皮]胰腺活组织检查
52.1300,内镜逆行胰管造影[ERP]
52.1900,胰腺的其他诊断性操作
52.2100,内镜下胰管病损或组织的切除术或破坏术
52.2200,胰腺或胰管病损或组织的其他切除术或破坏术
52.4x00,胰囊肿内引流术
52.5100,近端胰腺切除术
52.5200,远端胰腺切除术
52.5900,其他部分胰腺切除术
52.9200,胰管套管置入术
52.9500,胰腺的其他修补术
52.9600,胰腺吻合术
52.9800,内镜下胰管扩张
52.9900,胰腺其他手术
53.0000,腹股沟疝单侧修补术
53.0100,其他和开放性腹股沟直疝修补术
53.0200,其他和开放性腹股沟斜疝修补术
53.0300,用移植物或假体的其他和开放性腹股沟直疝修补术
53.0400,用移植物或假体的其他和开放性腹股沟斜疝修补术
53.0500,用移植物或假体的腹股沟疝修补术
53.1100,其他和开放性双侧腹股沟直疝修补术
53.1200,其他和开放性双侧腹股沟斜疝修补术
53.1300,其他和开放性双侧腹股沟疝修补术，一侧直疝和一侧斜疝
53.1400,用移植物或假体的其他和开放性双侧腹股沟直疝修补术
53.1500,用移植物或假体的其他和开放性双侧腹股沟斜疝修补术
53.1600,用移植物或假体的其他和开放性双侧腹股沟疝修补术，一侧直疝和一侧斜疝
53.1700,用移植物或假体的双侧腹股沟疝修补术
53.2100,用移植物或假体的单侧股疝修补术
53.2900,其他单侧股疝缝合术
53.3100,用移植物或假体的双侧股疝修补术
53.3900,其他双侧股疝缝合术
53.4100,其他和开放性脐疝修补术伴假体
53.4200,腹腔镜下脐疝移植物或假体修补术
53.4300,其他腹腔镜脐疝修补术
53.4900,其他开放性脐疝缝合术
53.5900,其他前腹壁疝的修补术
53.6100,其他开放性切口疝伴假体修补术
53.6300,其他前腹壁疝伴有移植物或假体的其他腹腔镜下修补术
53.6900,其他和开放性前腹壁疝伴假体修补术
53.7200,其他和开放性腹入路横隔疝修补术
53.8000,横膈疝修补术，经胸入路
53.8100,横膈折叠术
53.8300,腹腔镜横膈疝修补术，胸入路
53.9x00,其他疝修补术
54.0x00,腹壁切开术
54.1200,近期开腹手术部位的再切开
54.1900,其他开腹手术
54.2200,腹壁或脐的活组织检查
54.2300,腹膜活组织检查
54.2400,闭合性[经皮][针吸]腹内肿块活组织检查
54.3x00,腹壁或脐病损或组织的切除术或破坏术
54.4x00,腹膜组织的切除术或破坏术
54.5900,腹膜粘连的其他松解术
54.6100,腹壁手术后裂开再闭合术
54.6300,其他腹壁缝合术
54.7200,腹壁其他修补术
54.7300,腹膜其他修补术
54.7400,网膜其他修补术
54.7500,肠系膜其他修补术
54.9100,经皮腹部引流术
54.9200,腹腔异物去除
54.9300,皮肤腹膜造口术
54.9400,腹腔血管分流术
54.9700,腹膜腔注入局部作用的治疗性物质
54.9900,腹部的其他手术
55.0100,肾切开术
55.0300,经皮肾造口术不伴碎裂术
55.0400,经皮肾造口术伴碎裂术
55.1100,肾盂切开术
55.2100,肾内镜检查
55.2300,闭合性[经皮][针吸]肾活组织检查
55.3200,肾病损或组织的开放性消融术
55.3300,肾病损或组织的经皮消融术
55.3400,肾病损或组织的腹腔镜下消融术
55.3500,肾病损或组织的其他和未特指消融术
55.3900,肾病损或组织的其他局部破坏术或切除术
55.5300,移植或排斥肾的切除
55.6900,其他肾移植术
55.8100,肾裂伤缝合术
55.8200,肾造口术和肾盂造口闭合术
55.8300,其他肾瘘管闭合术
55.8600,肾吻合术
55.8700,输尿管肾盂接合处矫正术
55.8900,肾的其他修补术
55.9200,经皮肾(肾盂)抽吸术
55.9600,其他治疗性物质注入肾
55.9700,机械肾植入或置换
55.9900,肾的其他手术
56.0x00,经尿道输尿管和肾盂梗阻去除
56.1x00,输尿管尿道口切开术
56.2x00,输尿管切开术
56.3300,闭合性内镜下输尿管活组织检查
56.3500,回肠通道内镜检查(膀胱镜检查)(回肠镜检查)
56.4000,输尿管切除术
56.5100,建造皮肤的输尿管-回肠造口术
56.5200,皮肤的输尿管-回肠吻合的修复术
56.6100,其他皮肤输尿管吻合口的建造
56.6200,其他皮肤输尿管吻合的修复术
56.7100,尿路转流术至肠
56.7500,经输尿管输尿管吻合术
56.8200,输尿管裂伤缝合术
56.8400,输尿管其他瘘管闭合术
56.8900,输尿管其他修补术
57.0x00,经尿道膀胱清除术
57.1100,经皮膀胱抽吸术
57.1700,经皮膀胱造口术
57.1800,其他耻骨上膀胱造口术
57.1900,其他膀胱切开术
57.3200,其他膀胱镜检查
57.3400,开放性膀胱活组织检查
57.4100,经尿道管腔内粘连松解术
57.4900,其他经尿道的膀胱病损或组织切除术或破坏术
57.5900,膀胱其他病损或组织的开放性切除术或破坏术
57.7900,其他全部膀胱切除术
57.8300,膀胱肠瘘修补术
57.8400,膀胱其他瘘管修补术
57.8500,膀胱颈的膀胱尿道成形术和整形修补术
57.8700,膀胱重建术
57.8800,膀胱其他吻合术
57.8900,膀胱其他修补术
57.9100,膀胱括约肌切开术
57.9200,膀胱颈扩张
57.9300,膀胱(手术后)出血控制
57.9900,膀胱其他手术
58.0x00,尿道切开术
58.1x00,尿道口切开术
58.2200,其他尿道镜检查
58.3100,内镜下尿道病损或组织切除术或破坏术
58.3900,尿道病损或组织的其他局部切除术或破坏术
58.4300,尿道其他瘘管闭合术
58.4500,尿道下裂或尿道上裂修补术
58.4600,尿道其他重建术
58.4900,尿道其他修补术
58.6x00,尿道扩张
58.9100,尿道周围组织切开术
58.9200,尿道周围组织切除术
58.9900,尿道和尿道周围组织的其他手术
59.0200,肾周或输尿管周围粘连的其他松解术
59.0300,腹腔镜下肾周或输尿管周围粘连的松解术
59.0900,肾周或输尿管周围组织的其他切开术
59.1100,膀胱周围粘连的其他松解术
59.1900,膀胱周围组织其他切开术
59.2100,肾周或膀胱周围组织的活组织检查
59.4x00,耻骨上尿道膀胱悬吊术
59.7100,提肌手术，用于尿道膀胱悬吊术
59.7900,压迫性尿失禁的其他修补术
59.8x00,输尿管导管插入术
59.9100,肾周或膀胱周围组织切除术
59.9200,肾周或膀胱周围组织的其他手术
59.9500,超声泌尿系结石碎裂术
59.9900,泌尿系统其他手术
60.0x00,前列腺切开术
60.1100,闭合性[经皮][针吸]前列腺活组织检查
60.1900,精囊的其他诊断性操作
60.2100,经尿道(超声)激光诱导前列腺切除术(TULIP)
60.2900,其他经尿道前列腺切除术
60.3x00,耻骨上前列腺切除术
60.4x00,耻骨后前列腺切除术
60.5x00,根治性前列腺切除术
60.6100,前列腺病损局部切除术
60.6900,其他前列腺切除术
60.7900,精囊其他手术
60.8100,前列腺周围组织切开术
60.8200,前列腺周围组织切除术
60.9200,前列腺注射测试连接处
60.9400,控制前列腺(手术后)出血
60.9500,经尿道球囊前列腺尿道扩张
60.9600,经尿道前列腺组织破坏术，用微波热疗
60.9700,其他经尿道的前列腺组织破坏术，用其他热疗法
60.9900,前列腺的其他手术
61.0x00,阴囊和睾丸鞘膜切开引流术
61.1100,阴囊或睾丸鞘膜的活组织检查
61.2x00,睾丸鞘膜积液切除术
61.3x00,阴囊病损或阴囊组织切除术或破坏术
61.4100,阴囊和睾丸鞘膜裂伤缝合术
61.4200,阴囊瘘管修补术
61.4900,阴囊和睾丸鞘膜的其他修补术
61.9100,经皮睾丸鞘膜抽吸术
61.9200,睾丸鞘膜病损切除术，除外水囊肿
62.0x00,睾丸切开术
62.2x00,睾丸病损切除术或破坏术
62.4100,同一次手术中去除双侧睾丸
62.6900,睾丸其他修补术
62.9900,睾丸其他手术
63.0100,精索、附睾和输精管的活组织检查
63.0900,精索、附睾和输精管的其他诊断性操作
63.1x00,精索静脉曲张和精索积液切除术
63.3x00,精索和附睾的其他病损或组织切除术
63.5200,睾丸或精索扭转的复位术
63.6x00,输精管切开术
63.7000,其他男性绝育术
63.8200,手术切断的输精管重建术
63.9200,附睾切开术
63.9900,精索、附睾和输精管的其他手术
64.2x00,阴茎病损的局部切除术或破坏术
64.3x00,阴茎截断术
64.4900,阴茎的其他修补术
64.9100,阴茎背侧或外侧包皮切开
64.9300,阴茎粘连切断
64.9500,非可膨胀性阴茎假体的置入或置换
64.9700,膨胀性阴茎假体置入或置换
64.9800,阴茎的其他手术
65.0100,腹腔镜卵巢切开术
65.0900,其他卵巢切开术
65.1200,卵巢其他活组织检查
65.2500,其他腹腔镜卵巢局部切除术或破坏术
65.2900,卵巢的其他局部切除术或破坏术
65.3900,单侧卵巢的其他切除术
65.4900,单侧输卵管-卵巢的其他切除术
65.6200,其他残留卵巢和输卵管切除术
65.7100,其他单纯卵巢缝合术
65.7200,其他卵巢再植入术
65.7300,其他输卵管卵巢成形术
65.7900,卵巢其他修补术
65.8900,卵巢和输卵管粘连的其他松解术
65.9900,卵巢其他手术
66.0100,输卵管切开术
66.1900,输卵管的其他诊断性操作
66.2100,内镜下双侧输卵管结扎术和挤压术
66.2200,双侧输卵管内镜下结扎术和切断术
66.2900,双侧输卵管内镜下其他破坏术或闭合术
66.3200,双侧输卵管其他结扎术和切断术
66.3900,双侧输卵管其他破坏术或闭合
66.6100,输卵管病损切除术或破坏术
66.6900,其他部分输卵管切除术
66.7900,输卵管其他修补术
66.8x00,输卵管鼓气法
66.9100,输卵管抽吸术
66.9200,单侧输卵管破坏或闭合
66.9300,输卵管假体置入或置换
66.9500,治疗性物质吹入输卵管
67.1200,子宫颈的其他活组织检查
67.1900,子宫颈的其他诊断性操作
67.3900,子宫颈病损或组织的其他切除术或破坏术
67.4x00,子宫颈截断术
67.5900,子宫颈内口的其他修补术
67.6200,子宫颈瘘管修补术
67.6900,子宫颈的其他修补术
68.0x00,子宫切开术
68.1200,子宫镜检查
68.1500,闭合性子宫韧带活组织检查
68.1600,闭合性子宫活组织检查
68.1900,子宫和支持结构的其他诊断性操作
68.2100,子宫内膜粘连切断术
68.2200,子宫先天性隔膜切开术或切除术
68.2500,子宫动脉栓塞[UAE]不伴弹簧圈
68.2900,子宫病损的其他切除术或破坏术
68.3900,其他和未特指的腹部次全子宫切除术
68.4900,其他和未特指的腹式全子宫切除术
68.5900,其他和未特指的阴道子宫切除术
68.6100,腹腔镜根治性腹的子宫切除术
68.6900,其他和未特指的腹式根治性子宫切除术
68.7100,腹腔镜根治性阴道的子宫切除术[LRVH]
68.7900,其他和未特指的根治性阴道子宫切除术
68.8x00,盆腔脏器去除术
69.0100,扩张和刮宫术，用于终止妊娠
69.0200,分娩或流产后的扩张和刮宫术
69.0900,其他扩张和刮宫术
69.1900,子宫和支持结构的其他切除术或破坏术
69.2100,间置手术
69.2200,其他子宫悬吊术
69.2900,子宫和支持结构的其他修补术
69.4900,子宫的其他修补术
69.5100,抽吸刮宫术，用于终止妊娠
69.5200,分娩或流产后抽吸刮宫术
69.5900,其他抽吸刮宫术
69.6x00,月经抽吸或调节
69.9100,子宫治疗性装置置入
69.9200,人工授精
70.0x00,后穹隆穿刺术
70.1200,直肠子宫陷凹切开术
70.1400,阴道其他切开术
70.2900,阴道和直肠子宫陷凹的其他诊断性操作
70.3200,直肠子宫陷凹病损切除术或破坏术
70.3300,阴道病损切除术或破坏术
70.4x00,阴道封闭术和全部切除术
70.5000,膀胱膨出和直肠膨出修补术
70.5300,用移植物或假体的膀胱膨出和直肠膨出修补术
70.5400,用移植物或假体的膀胱膨出修补术
70.5500,用移植物或假体的直肠膨出修补术
70.6200,阴道重建术
70.6300,用移植物或假体的阴道建造术
70.6400,用移植物或假体的阴道重建术
70.7400,其他阴道肠瘘的修补术
70.7500,阴道其他瘘管的修补术
70.7700,阴道悬吊术和固定术
70.7800,用移植物或假体的阴道悬吊和固定术
70.7900,阴道的其他修补术
70.9100,阴道的其他手术
70.9200,直肠子宫陷凹的其他手术
70.9300,其他直肠子宫陷凹手术伴移植物或假体
70.9400,生物移植物的置入术
70.9500,人造移植物或假体的置入术
71.0100,外阴粘连松解术
71.0900,外阴和会阴的其他切开术
71.2100,经皮巴多林腺(囊肿)抽吸术
71.2300,巴多林腺(囊肿)袋形合缝术[造袋术]
71.2400,巴多林腺(囊肿)切除术或其他破坏术
71.2900,巴多林腺的其他手术
71.3x00,外阴和会阴的其他局部切除术或破坏术
71.4x00,阴蒂手术
71.5x00,根治性外阴切除术
71.7100,外阴或会阴裂伤缝合术
71.7200,外阴或会阴瘘修补术
71.7900,外阴和会阴的其他修补术
72.2900,其他中位产钳手术
72.3900,其他高位产钳手术
72.5100,头娩出后用产钳的部分臀位牵引
72.5200,其他部分臀位牵引
72.5400,其他全部臀位牵引
72.7100,真空吸引术伴外阴切开术
72.7900,其他真空吸引术
73.0900,其他人工破膜
73.1x00,其他手术引产
73.2100,内倒转术与联合倒转术不伴牵引术
73.3x00,产钳助产失败
73.4x00,药物引产
73.5900,其他手法助产
73.6x00,外阴切开术
73.8x00,对胎儿手术帮助分娩
74.1x00,低位子宫下段剖宫产
74.3x00,输卵管外异位妊娠清除术
74.4x00,其他特指类型的剖宫产
75.0x00,羊膜腔内注射用于流产
75.2x00,子宫内输血
75.3300,胎儿血样和活组织检查
75.3400,其他胎儿监测
75.3500,胎儿和羊膜的其他诊断性操作
75.4x00,手法取出滞留的胎盘
75.5000,子宫近期产科裂伤修补术
75.6100,膀胱和尿道近期产科裂伤修补术
75.6200,直肠和肛门括约肌近期产科裂伤修补术
75.6900,其他近期产科裂伤修补术
75.9100,会阴产科切口血肿排除术
75.9200,外阴或阴道的其他血肿排除术
75.9400,内翻子宫手法复位（产后即刻）
75.9900,其他产科手术
76.0900,面骨的其他切开术
76.1900,面骨和关节的其他诊断性操作
76.2x00,面骨病损的局部切除术或破坏术
76.3100,部分下颌骨切除术
76.3900,其他面骨部分骨切除术
76.4200,其他下颌骨全部切除术
76.4300,下颌骨其他重建术
76.4400,其他面骨的骨全部切除术同时伴重建术
76.4500,其他面骨的其他骨全部切除术
76.4600,其他面骨的其他重建术
76.6400,下颌骨的其他颌骨矫形手术
76.6500,上颌骨节段骨成形术[骨切开术]
76.6800,增大性颏成形术
76.6900,其他面骨修补术
76.7800,面骨骨折的其他闭合性复位术
76.7900,面骨骨折的其他开放性复位术
76.9100,面骨骨移植
76.9200,合成物面骨植入
76.9500,颞下颌关节的其他操作
76.9600,颞下颌关节治疗性物质注入
76.9900,面骨和关节的其他手术
77.0000,死骨切除术
77.0100,肩胛骨，锁骨和胸廓［肋骨和胸骨］死骨切除术
77.0300,桡骨和尺骨死骨去除术
77.0400,腕骨和掌骨死骨去除术
77.0700,胫骨和腓骨死骨去除术
77.0800,跗骨和跖骨死骨去除术
77.0900,其他死骨去除术
77.1000,骨其他切开术不伴切断术
77.1100,肩胛骨，锁骨和胸廓［肋骨和胸骨］其他切开术不伴切断术
77.1200,肱骨其他切开术不伴切断术
77.1300,桡骨和尺骨其他切开术不伴切断术
77.1400,腕骨和掌骨其他切开术不伴切断术
77.1500,股骨其他切开术不伴切断术
77.1600,髌骨其他切开术不伴切断术
77.1700,胫骨和腓骨其他切开术不伴切断术
77.1800,跗骨和跖骨其他切开术不伴切断术
77.1900,其他骨其他切开术不伴切断术
77.2100,肩胛骨，锁骨和胸廓［肋骨和胸骨］楔形骨切开术
77.2200,肱骨楔形骨切开术
77.2300,桡骨和尺骨楔形骨切开术
77.2400,腕骨和掌骨楔形骨切开术
77.2500,股骨楔形骨切开术
77.2700,胫骨和腓骨楔形骨切开术
77.2800,跗骨和跖骨楔形骨切开术
77.2900,其他骨楔形骨切开术
77.3000,骨切断术
